gene chr start
3990 SCN3A chr2 166060577
3991 GALNT3 chr2 166650803
3992 TTC21B chr2 166810348
3993 TTC21B-AS1 chr2 166790366
3994 SCN7A chr2 167343481
3995 XIRP2-AS1 chr2 167997465
3996 MIR4774 chr2 169439452
3997 CERS6-AS1 chr2 169642939
3998 NOSTRIN chr2 169643048
3999 G6PC2 chr2 169757749
4000 DHRS9 chr2 169923544
4001 BBS5 chr2 170336005
4002 KLHL41 chr2 170366211
4003 PPIG chr2 170440849
4004 PHOSPHO2-KLHL23 chr2 170550940
4005 PHOSPHO2 chr2 170550963
4006 KLHL23 chr2 170590355
4007 METTL5 chr2 170681441
4008 LOC101929753 chr2 171207453
4009 LINC01124 chr2 171571077
4010 ERICH2 chr2 171627191
4011 GORASP2 chr2 171784947
4012 DCAF17 chr2 172290760
4013 CYBRD1 chr2 172378756
4014 DYNC1I2 chr2 172543918
4015 SLC25A12 chr2 172750816
4016 HAT1 chr2 172778934
4017 DLX1 chr2 172950207
4018 DLX2 chr2 172967478
4019 DLX2-AS1 chr2 172967733
4020 ITGA6 chr2 173292081
4021 PDK1 chr2 173420100
4022 RAPGEF4-AS1 chr2 173600934
4023 CDCA7 chr2 174219560
4024 SP3 chr2 174828947
4025 LINC01960 chr2 174890007
4026 LINC01305 chr2 175190754
4027 SP9 chr2 175199820
4028 SCRN3 chr2 175260456
4029 GPR155 chr2 175351816
4030 H3F3AP4 chr2 175584527
4031 CHRNA1 chr2 175629200
4032 MIR933 chr2 176032437
4033 ATP5G3 chr2 176046391
4034 HOXD13 chr2 176957531
4035 HOXD12 chr2 176964529
4036 HOXD11 chr2 176972083
4037 HOXD10 chr2 176981491
4038 HOXD9 chr2 176987412
4039 HOXD8 chr2 176994421
4040 HOXD-AS2 chr2 177001826
4041 MIR10B chr2 177015030
4042 HOXD4 chr2 177016112
4043 HOXD3 chr2 177028804
4044 HAGLR chr2 177042857
4045 HAGLROS chr2 177042893
4046 HOXD1 chr2 177053306
4047 MIR7704 chr2 177053570
4048 MTX2 chr2 177134122
4049 MIR1246 chr2 177465780
4050 LINC01116 chr2 177502302
4051 LINC01117 chr2 177502481
4052 HNRNPA3 chr2 178077421
4053 MIR4444-1 chr2 178077453
4054 MIR3128 chr2 178120738
4055 LOC100130691 chr2 178257419
4056 MIR6512 chr2 178178610
4057 TTC30B chr2 178417524
4058 TTC30A chr2 178483694
4059 LOC105373764 chr2 178538049
4060 RBM45 chr2 178977150
4061 LOC101927027 chr2 179278385
4062 DFNB59 chr2 179316162
4063 FKBP7 chr2 179343355
4064 PLEKHA3 chr2 179345198
4065 LOC101927055 chr2 179641652
4066 MIR1258 chr2 180725635
4067 CWC22 chr2 180871780
4068 MIR4437 chr2 182170379
4069 ITGA4 chr2 182321618
4070 NEUROD1 chr2 182545392
4071 SSFA2 chr2 182756442
4072 FRZB chr2 183731498
4073 DUSP19 chr2 183943286
4074 MIR548AE1 chr2 185243701
4075 LOC105373782 chr2 186031799
4076 LOC101927196 chr2 186603446
4077 FSIP2-AS1 chr2 186664877
4078 ZC3H15 chr2 187350884
4079 ITGAV chr2 187454789
4080 MIR561 chr2 189162218
4081 DIRC1 chr2 189654831
4082 COL3A1 chr2 189839098
4083 MIR1245A chr2 189842817
4084 MIR1245B chr2 189842887
4085 MIR3606 chr2 189860355
4086 MIR3129 chr2 189997837
4087 SLC40A1 chr2 190445537
4088 ASNSD1 chr2 190526124
4089 OSGEPL1 chr2 190627924
4090 OSGEPL1-AS1 chr2 190627505
4091 ORMDL1 chr2 190649097
4092 MSTN chr2 190927455
4093 C2orf88 chr2 191002485
4094 NEMP2 chr2 191399468
4095 NAB1 chr2 191513620
4096 STAT1 chr2 191878976
4097 STAT4 chr2 192015986
4098 LOC105747689 chr2 192554906
4099 SDPR chr2 192712006
4100 PCGEM1 chr2 193614570
4101 LINC01821 chr2 195208992
4102 LINC01790 chr2 195595318
4103 SLC39A10 chr2 196521531
4104 LOC101927482 chr2 197124747
4105 LOC100130452 chr2 197577736
4106 C2orf66 chr2 197675000
4107 LOC101927596 chr2 198062714
4108 ANKRD44-IT1 chr2 198167243
4109 SF3B1 chr2 198299817
4110 COQ10B chr2 198318146
4111 HSPD1 chr2 198364640
4112 SNORA105B chr2 198351627
4113 HSPE1 chr2 198364720
4114 HSPE1-MOB4 chr2 198364720
4115 MOB4 chr2 198380294
4116 MARS2 chr2 198570027
4117 BOLL chr2 198649734
4118 SATB2-AS1 chr2 200332820
4119 LINC01877 chr2 200472790
4120 C2orf69 chr2 200775978
4121 MAIP1 chr2 200820039
4122 KCTD18 chr2 201374817
4123 SGO2 chr2 201390864
4124 LOC101927795 chr2 201676893
4125 BZW1 chr2 201676268
4126 PPIL3 chr2 201753849
4127 NIF3L1 chr2 201754049
4128 ORC2 chr2 201828424
4129 NDUFB3 chr2 201936461
4130 CFLAR-AS1 chr2 202022515
4131 CASP10 chr2 202047603
4132 ALS2CR12 chr2 202222121
4133 STRADB chr2 202316391
4134 MPP4 chr2 202563417
4135 CDK15 chr2 202671151
4136 LOC729224 chr2 202981781
4137 SUMO1 chr2 203103322
4138 SNORD70 chr2 203141153
4139 SNORD11B chr2 203156039
4140 SNORD11 chr2 203157773
4141 WDR12 chr2 203776949
4142 CYP20A1 chr2 204103163
4143 ICOS chr2 204801470
4144 INO80D chr2 206950906
4145 GCSHP3 chr2 206981296
4146 NDUFS1 chr2 207023918
4147 EEF1B2 chr2 207024317
4148 SNORD51 chr2 207026604
4149 SNORA41 chr2 207026951
4150 GPR1 chr2 207078352
4151 ZDBF2 chr2 207139364
4152 LOC200726 chr2 207508950
4153 DYTN chr2 207583120
4154 FASTKD2 chr2 207630111
4155 MIR3130-1 chr2 207648032
4156 MIR3130-2 chr2 207647957
4157 CPO chr2 207804277
4158 MIR2355 chr2 207974797
4159 MIR7845 chr2 208031123
4160 LOC101927865 chr2 208119040
4161 MIR1302-4 chr2 208134148
4162 METTL21A chr2 208489712
4163 CCNYL1 chr2 208576263
4164 MIR4775 chr2 208619530
4165 FZD5 chr2 208634143
4166 LOC100507443 chr2 208983852
4167 CRYGD chr2 208989313
4168 CRYGC chr2 208994554
4169 CRYGB chr2 209010877
4170 CRYGA chr2 209028297
4171 C2orf80 chr2 209054773
4172 IDH1 chr2 209119027
4173 IDH1-AS1 chr2 209119956
4174 RPE chr2 210867288
4175 ACADL chr2 211090215
4176 LANCL1 chr2 211341429
4177 CPS1-IT1 chr2 211482294
4178 MIR548F2 chr2 213291084
4179 LINC01878 chr2 213660054
4180 MIR4776-2 chr2 213791060
4181 MIR4776-1 chr2 213790980
4182 LOC100130451 chr2 214148933
4183 MIR4438 chr2 214622790
4184 VWC2L-IT1 chr2 215374905
4185 ATIC chr2 216176678
4186 LOC102724849 chr2 216318429
4187 LINC01614 chr2 216582765
4188 MREG chr2 216878346
4189 TMEM169 chr2 216946588
4190 LINC01963 chr2 217081611
4191 RPL37A chr2 217363519
4192 LINC01280 chr2 217471661
4193 IGFBP2 chr2 217497550
4194 IGFBP5 chr2 217560272
4195 TNP1 chr2 217724782
4196 LOC105373876 chr2 217732532
4197 LINC01921 chr2 217735494
4198 DIRC3-AS1 chr2 218147455
4199 MIR6809 chr2 218765351
4200 LOC105373878 chr2 218843429
4201 RUFY4 chr2 218899656
4202 CXCR2P1 chr2 218926013
4203 CXCR2 chr2 218990012
4204 CXCR1 chr2 219031716
4205 ARPC2 chr2 219081816
4206 GPBAR1 chr2 219124218
4207 AAMP chr2 219134932
4208 MIR6513 chr2 219144911
4209 CATIP-AS2 chr2 219222689
4210 MIR6810 chr2 219206633
4211 CATIP chr2 219221578
4212 CATIP-AS1 chr2 219232625
4213 SLC11A1 chr2 219246751
4214 CTDSP1 chr2 219263060
4215 MIR26B chr2 219267368
4216 VIL1 chr2 219283837
4217 CNOT9 chr2 219433302
4218 PLCD4 chr2 219472487
4219 ZNF142 chr2 219524263
4220 BCS1L chr2 219524378
4221 RNF25 chr2 219536781
4222 TTLL4 chr2 219575567
4223 PRKAG3 chr2 219696512
4224 MIR9500 chr2 219687812
4225 WNT6 chr2 219724545
4226 WNT10A chr2 219745254
4227 LINC01494 chr2 219795359
4228 CDK5R2 chr2 219824349
4229 LINC00608 chr2 219841005
4230 FEV chr2 219850379
4231 CRYBA2 chr2 219858127
4232 MIR375 chr2 219866430
4233 LOC100129175 chr2 219866936
4234 CFAP65 chr2 219906273
4235 IHH chr2 219925238
4236 MIR3131 chr2 219923472
4237 NHEJ1 chr2 220025587
4238 SLC23A3 chr2 220034817
4239 CNPPD1 chr2 220041715
4240 FAM134A chr2 220042911
4241 ZFAND2B chr2 220071505
4242 ABCB6 chr2 220083712
4243 ATG9A chr2 220094410
4244 ANKZF1 chr2 220094478
4245 GLB1L chr2 220108353
4246 STK16 chr2 220110176
4247 TUBA4A chr2 220118668
4248 TUBA4B chr2 220117964
4249 DNAJB2 chr2 220144039
4250 PTPRN chr2 220173729
4251 MIR153-1 chr2 220158922
4252 RESP18 chr2 220197899
4253 DNPEP chr2 220252084
4254 DES chr2 220283098
4255 LOC100996693 chr2 220361076
4256 GMPPA chr2 220363586
4257 ASIC4 chr2 220378891
4258 CHPF chr2 220407819
4259 TMEM198 chr2 220408384
4260 MIR3132 chr2 220413869
4261 OBSL1 chr2 220436268
4262 INHA chr2 220436953
4263 SLC4A3 chr2 220492291
4264 MIR4268 chr2 220771286
4265 CCDC140 chr2 223162865
4266 MOGAT1 chr2 223536456
4267 KCNE4 chr2 223916647
4268 SCG2 chr2 224467217
4269 MRPL44 chr2 224822120
4270 SERPINE2 chr2 224896195
4271 FAM124B chr2 225266711
4272 MIR4439 chr2 225875257
4273 MIR5702 chr2 227523509
4274 IRS1 chr2 227663506
4275 LOC654841 chr2 228189880
4276 TM4SF20 chr2 228244022
4277 MIR5703 chr2 228336847
4278 AGFG1 chr2 228336887
4279 C2orf83 chr2 228498036
4280 SLC19A3 chr2 228582745
4281 CCL20 chr2 228678557
4282 DAW1 chr2 228736091
4283 SLC16A14 chr2 230933715
4284 SP140 chr2 231090444
4285 LINC01907 chr2 231565244
4286 LOC151484 chr2 231751260
4287 GPR55 chr2 231789941
4288 SPATA3-AS1 chr2 231860747
4289 C2orf72 chr2 231902280
4290 HTR2B chr2 231989824
4291 MIR4777 chr2 232227418
4292 B3GNT7 chr2 232260334
4293 NCL chr2 232329205
4294 SNORA75 chr2 232320647
4295 SNORD20 chr2 232321234
4296 SNORD82 chr2 232325153
4297 LINC00471 chr2 232379050
4298 TEX44 chr2 232457574
4299 PTMA chr2 232573234
4300 MIR1244-1 chr2 232578023
4301 PDE6D chr2 232646037
4302 MIR1471 chr2 232757008
4303 NPPC chr2 232791113
4304 MIR562 chr2 233037362
4305 ALPP chr2 233243243
4306 ECEL1P2 chr2 233251754
4307 ALPPL2 chr2 233271551
4308 ALPI chr2 233320821
4309 ECEL1 chr2 233352569
4310 PRSS56 chr2 233385172
4311 CHRND chr2 233390869
4312 CHRNG chr2 233404436
4313 TIGD1 chr2 233415300
4314 MIR5001 chr2 233415283
4315 EFHD1 chr2 233470766
4316 KCNJ13 chr2 233641275
4317 C2orf82 chr2 233733723
4318 LOC101928881 chr2 233877323
4319 NEU2 chr2 233897381
4320 ATG16L1 chr2 234160216
4321 SCARNA5 chr2 234184371
4322 SCARNA6 chr2 234197321
4323 USP40 chr2 234474236
4324 UGT1A5 chr2 234621637
4325 UGT1A4 chr2 234627437
4326 UGT1A3 chr2 234637772
4327 DNAJB3 chr2 234652661
4328 LOC100286922 chr2 234663991
4329 UGT1A1 chr2 234668918
4330 MROH2A chr2 234684324
4331 MSL3P1 chr2 234777055
4332 SPP2 chr2 234959345
4333 LINC01173 chr2 235591311
4334 AGAP1-IT1 chr2 236414394
4335 GBX2 chr2 237076652
4336 ACKR3 chr2 237478379
4337 LOC93463 chr2 237964810
4338 COPS8 chr2 237994083
4339 MIR6811 chr2 238419573
4340 PRLH chr2 238475216
4341 RAB17 chr2 238499769
4342 RBM44 chr2 238707387
4343 SCLY chr2 238969564
4344 ESPNL chr2 239008950
4345 KLHL30 chr2 239047362
4346 ILKAP chr2 239112324
4347 LOC151174 chr2 239140318
4348 LOC643387 chr2 239140326
4349 HES6 chr2 239148765
4350 PER2 chr2 239197207
4351 TRAF3IP1 chr2 239229184
4352 LINC01107 chr2 239464140
4353 TWIST2 chr2 239756672
4354 LINC01940 chr2 239847965
4355 MIR4440 chr2 239990610
4356 MIR4441 chr2 240007622
4357 MGC16025 chr2 240117153
4358 MIR4269 chr2 240227156
4359 MIR2467 chr2 240273499
4360 LOC101928111 chr2 240323129
4361 LOC150935 chr2 240684553
4362 MIR4786 chr2 240882511
4363 OR6B2 chr2 240969846
4364 OR6B3 chr2 240985489
4365 COPS9 chr2 241075764
4366 OTOS chr2 241080073
4367 GPC1 chr2 241375114
4368 PP14571 chr2 241396117
4369 MIR149 chr2 241395417
4370 DUSP28 chr2 241499470
4371 RNPEPL1 chr2 241508003
4372 CAPN10-AS1 chr2 241525733
4373 CAPN10 chr2 241526132
4374 AQP12B chr2 241622317
4375 AQP12A chr2 241631261
4376 AGXT chr2 241808161
4377 LOC200772 chr2 241906868
4378 MTERF4 chr2 242041747
4379 PASK chr2 242088919
4380 ANO7 chr2 242127923
4381 SEPT2 chr2 242254601
4382 MIR3133 chr2 242417319
4383 STK25 chr2 242447775
4384 BOK-AS1 chr2 242498558
4385 BOK chr2 242498145
4386 THAP4 chr2 242556916
4387 ATG4B chr2 242577026
4388 DTYMK chr2 242626383
4389 ING5 chr2 242626426
4390 D2HGDH chr2 242673993
4391 GAL3ST2 chr2 242716239
4392 NEU4 chr2 242750159
4393 PDCD1 chr2 242801058
4394 RTP5 chr2 242811885
4395 LOC285095 chr2 242841291
4396 LINC01238 chr2 242912833
4397 LINC01881 chr2 243176657
4398 CEP63 chr3 134204574
4399 LMCD1-AS1 chr3 8543344
4400 RARB chr3 24870813
4401 CLASP2 chr3 33700933
4402 ULK4 chr3 42003932
4403 HYAL3 chr3 50336293
4404 ABI3BP chr3 100712334
4405 DPPA4 chr3 109056419
4406 ALDH1L1 chr3 125899645
4407 PCOLCE2 chr3 142608045
4408 MED12L chr3 150804584
4409 P2RY14 chr3 150996230
4410 IQCJ-SCHIP1 chr3 158787040
4411 SCHIP1 chr3 158991035
4412 GOLIM4 chr3 167813713
4413 VPS8 chr3 184529930
4414 IL5RA chr3 3152058
4415 EDEM1 chr3 5229358
4416 GRM7 chr3 6902801
4417 THUMPD3-AS1 chr3 9438307
4418 ATP2B2 chr3 10547268
4419 ATG7 chr3 11314009
4420 MKRN2OS chr3 12586963
4421 FBLN2 chr3 13590624
4422 ANKRD28 chr3 15798058
4423 EFHB chr3 19975706
4424 ZNF385D-AS2 chr3 21998630
4425 NEK10 chr3 27410951
4426 CMC1 chr3 28283123
4427 RBMS3 chr3 29322802
4428 ITGA9 chr3 37493812
4429 SCN10A chr3 38835501
4430 SETD2 chr3 47205467
4431 CCDC36 chr3 49235860
4432 DOCK3 chr3 50712671
4433 DNAH1 chr3 52350334
4434 CACNA2D3 chr3 54156692
4435 ERC2 chr3 56502391
4436 CCDC66 chr3 56591183
4437 DENND6A chr3 57678816
4438 FHIT chr3 60066853
4439 PTPRG chr3 61547242
4440 ATXN7 chr3 63850232
4441 FAM19A1 chr3 68040733
4442 FOXP1 chr3 71353911
4443 CNTN3 chr3 74570291
4444 ROBO2 chr3 75955825
4445 ROBO1 chr3 79817059
4446 GBE1 chr3 81810950
4447 CADM2 chr3 85008132
4448 VGLL3 chr3 87040273
4449 ARL6 chr3 97483364
4450 DCBLD2 chr3 98620533
4451 CMSS1 chr3 99536677
4452 FILIP1L chr3 99833357
4453 LINC02085 chr3 101659702
4454 LINC00882 chr3 106959485
4455 BTLA chr3 112218408
4456 ZBTB20 chr3 114343053
4457 GAP43 chr3 115342150
4458 LOC105374060 chr3 118529680
4459 SLC15A2 chr3 121613170
4460 SEMA5B chr3 122694981
4461 EEFSEC chr3 127872299
4462 COPG1 chr3 128968452
4463 LOC339874 chr3 131100319
4464 BFSP2 chr3 133118838
4465 BFSP2-AS1 chr3 133209990
4466 STAG1 chr3 136471245
4467 PIK3CB chr3 138426463
4468 CP chr3 148939832
4469 MBNL1 chr3 151986256
4470 GPR149 chr3 154147504
4471 KCNAB1 chr3 155838336
4472 PQLC2L chr3 157261132
4473 MECOM chr3 168864093
4474 PHC3 chr3 169899537
4475 TNIK chr3 171178197
4476 FNDC3B chr3 171757417
4477 NAALADL2 chr3 174577110
4478 LINC00578 chr3 177159708
4479 KCNMB2-AS1 chr3 178578193
4480 KCNMB2 chr3 178254085
4481 MRPL47 chr3 179322434
4482 CCDC39 chr3 180397283
4483 SOX2-OT chr3 180774467
4484 YEATS2 chr3 183415605
4485 P3H2 chr3 189838908
4486 FGF12 chr3 192126838
4487 ACAP2 chr3 195163817
4488 UBXN7 chr3 196159345
4489 CHL1 chr3 238278
4490 LINC01266 chr3 633787
4491 CNTN6 chr3 1134341
4492 CNTN4 chr3 2140549
4493 SUMF1 chr3 4508966
4494 ITPR1 chr3 4535031
4495 BHLHE40-AS1 chr3 5021646
4496 GRM7-AS3 chr3 6847136
4497 LOC101927394 chr3 8057994
4498 CAV3 chr3 8775485
4499 SRGAP3 chr3 9291369
4500 LHFPL4 chr3 9595486
4501 MTMR14 chr3 9691116
4502 TADA3 chr3 9834695
4503 IL17RC chr3 9958757
4504 FANCD2 chr3 10068070
4505 IRAK2 chr3 10206562
4506 SEC13 chr3 10362725
4507 SLC6A11 chr3 10857884
4508 HRH1 chr3 11178778
4509 VGLL4 chr3 11685451
4510 SYN2 chr3 12045833
4511 PPARG chr3 12329348
4512 CAND2 chr3 12838170
4513 IQSEC1 chr3 13009198
4514 NUP210 chr3 13461819
4515 LINC00620 chr3 13692220
4516 WNT7A chr3 13921618
4517 TPRXL chr3 13978806
4518 CHCHD4 chr3 14166371
4519 GRIP2 chr3 14581850
4520 C3orf20 chr3 14716605
4521 FGD5 chr3 14860468
4522 NR2C2 chr3 14989090
4523 SH3BP5 chr3 15374136
4524 METTL6 chr3 15469054
4525 GALNT15 chr3 16215828
4526 RFTN1 chr3 16555222
4527 DAZL chr3 16646297
4528 PLCL2 chr3 16926451
4529 TBC1D5 chr3 17741512
4530 LOC339862 chr3 18004063
4531 SATB1 chr3 18485610
4532 KCNH8 chr3 19190016
4533 KAT2B chr3 20081523
4534 ZNF385D chr3 21792816
4535 UBE2E2 chr3 23244783
4536 UBE2E1 chr3 23847383
4537 THRB chr3 24536313
4538 TOP2B chr3 25705863
4539 NGLY1 chr3 25824989
4540 LRRC3B chr3 26664296
4541 SLC4A7 chr3 27525911
4542 ZCWPW2 chr3 28390639
4543 LINC00693 chr3 28616768
4544 TGFBR2 chr3 30647993
4545 GADL1 chr3 30936153
4546 STT3B chr3 31573992
4547 OSBPL10 chr3 32023342
4548 CMTM8 chr3 32280170
4549 CNOT10 chr3 32726636
4550 TRIM71 chr3 32859509
4551 CRTAP chr3 33155449
4552 FBXL2 chr3 33318933
4553 LOC101928135 chr3 35435515
4554 ARPP21 chr3 35682509
4555 STAC chr3 36421978
4556 TRANK1 chr3 36986548
4557 GOLGA4 chr3 37284681
4558 ITGA9-AS1 chr3 37903271
4559 CTDSPL chr3 37903668
4560 DLEC1 chr3 38080695
4561 OXSR1 chr3 38207025
4562 XYLB chr3 38388250
4563 SCN5A chr3 38691163
4564 SCN11A chr3 38992052
4565 CSRNP1 chr3 39195102
4566 CX3CR1 chr3 39321930
4567 RPSA chr3 39448179
4568 SNORA62 chr3 39452544
4569 MYRIP chr3 39850404
4570 EIF1B-AS1 chr3 40351189
4571 RPL14 chr3 40498782
4572 TRAK1 chr3 42132745
4573 SEC22C chr3 42623520
4574 KLHL40 chr3 42727010
4575 ACKR2 chr3 42850963
4576 POMGNT2 chr3 43147575
4577 SNRK chr3 43328003
4578 ANO10 chr3 43663418
4579 TOPAZ1 chr3 44283377
4580 TCAIM chr3 44379610
4581 ZNF35 chr3 44690232
4582 KIF15 chr3 44803208
4583 ZDHHC3 chr3 45017674
4584 LARS2 chr3 45430074
4585 SACM1L chr3 45730732
4586 LZTFL1 chr3 45883650
4587 FYCO1 chr3 46037316
4588 CCR2 chr3 46395234
4589 LOC100132146 chr3 46653924
4590 PTH1R chr3 46919235
4591 NRADDP chr3 47053031
4592 KIF9 chr3 47324337
4593 PTPN23 chr3 47422471
4594 SMARCC1 chr3 47823405
4595 MAP4 chr3 48130769
4596 SPINK8 chr3 48369831
4597 ATRIP chr3 48488113
4598 COL7A1 chr3 48632593
4599 ARIH2 chr3 48956252
4600 USP19 chr3 49158371
4601 RHOA chr3 49449530
4602 DAG1 chr3 49506135
4603 BSN chr3 49591921
4604 IP6K1 chr3 49823627
4605 MST1R chr3 49941070
4606 RBM6 chr3 49977476
4607 SEMA3F chr3 50192477
4608 CACNA2D2 chr3 50541028
4609 DCAF1 chr3 51534018
4610 RAD54L2 chr3 51572698
4611 POC1A chr3 52188706
4612 WDR82 chr3 52312659
4613 NT5DC2 chr3 52567793
4614 PBRM1 chr3 52719866
4615 ITIH1 chr3 52811601
4616 SFMBT1 chr3 53080089
4617 PRKCD chr3 53195222
4618 DCP1A chr3 53381654
4619 CACNA1D chr3 53529075
4620 CHDH chr3 53880420
4621 CACNA2D3-AS1 chr3 54935282
4622 ARHGEF3 chr3 56950499
4623 IL17RD chr3 57199427
4624 APPL1 chr3 57261764
4625 DNAH12 chr3 57530071
4626 SLMAP chr3 57742982
4627 FLNB chr3 57994126
4628 DNASE1L3 chr3 58196730
4629 PXK chr3 58318616
4630 FAM107A chr3 58613337
4631 C3orf67 chr3 59035715
4632 C3orf67-AS1 chr3 58810196
4633 PTPRG-AS1 chr3 62304622
4634 CADPS chr3 62861064
4635 SYNPR chr3 63263913
4636 SYNPR-AS1 chr3 63535727
4637 C3orf49 chr3 63805040
4638 THOC7 chr3 63849462
4639 PRICKLE2 chr3 64211131
4640 ADAMTS9 chr3 64673365
4641 ADAMTS9-AS2 chr3 64670545
4642 MAGI1 chr3 66024509
4643 MAGI1-IT1 chr3 65940233
4644 SLC25A26 chr3 66119284
4645 LRIG1 chr3 66550845
4646 SUCLG2 chr3 67705038
4647 SUCLG2-AS1 chr3 67705120
4648 LOC105377146 chr3 68549787
4649 FAM19A4 chr3 68981761
4650 TMF1 chr3 69101484
4651 FRMD4B chr3 69435455
4652 MITF chr3 69788585
4653 PROK2 chr3 71834357
4654 LINC00877 chr3 72149606
4655 LINC00870 chr3 72200407
4656 RYBP chr3 72495774
4657 SHQ1 chr3 72897598
4658 GXYLT2 chr3 72937384
4659 PDZRN3 chr3 73610829
4660 LINC02027 chr3 81043018
4661 LINC00971 chr3 84918726
4662 CADM2-AS2 chr3 85877200
4663 LINC00506 chr3 87138429
4664 CHMP2B chr3 87276412
4665 HTR1F chr3 87841916
4666 EPHA3 chr3 89156673
4667 ARL13B chr3 93698982
4668 EPHA6 chr3 96533424
4669 CRYBG3 chr3 97540883
4670 CPOX chr3 98312455
4671 ST3GAL6-AS1 chr3 98451495
4672 COL8A1 chr3 99357439
4673 TBC1D23 chr3 99979660
4674 LNP1 chr3 100120036
4675 TMEM45A chr3 100211462
4676 ADGRG7 chr3 100328432
4677 SENP7 chr3 101232085
4678 CEP97 chr3 101443436
4679 ALCAM chr3 105085556
4680 CBLB chr3 105586435
4681 BBX chr3 107241782
4682 LINC00636 chr3 107602051
4683 MYH15 chr3 108248169
4684 DZIP3 chr3 108308336
4685 GUCA1C chr3 108672677
4686 MORC1 chr3 108836993
4687 LINC01205 chr3 109128836
4688 NECTIN3 chr3 110791014
4689 CD96 chr3 111260925
4690 PLCXD2 chr3 111393522
4691 PHLDB2 chr3 111451326
4692 SLC9C1 chr3 112013105
4693 CD200 chr3 112051793
4694 CCDC80 chr3 112359990
4695 LINC02042 chr3 112468166
4696 NEPRO chr3 112738555
4697 BOC chr3 112930311
4698 CFAP44 chr3 113160361
4699 USF3 chr3 113415493
4700 ATP6V1A chr3 113465865
4701 GRAMD1C chr3 113557680
4702 CCDC191 chr3 113775460
4703 DRD3 chr3 113918254
4704 LSAMP chr3 116164385
4705 IGSF11 chr3 118753676
4706 ARHGAP31 chr3 119013219
4707 CD80 chr3 119278481
4708 GSK3B chr3 119813264
4709 GPR156 chr3 119963142
4710 LRRC58 chr3 120068186
4711 RABL3 chr3 120461384
4712 STXBP5L chr3 120627049
4713 POLQ chr3 121264853
4714 HCLS1 chr3 121379795
4715 IQCB1 chr3 121553926
4716 LOC102723582 chr3 122135052
4717 KPNA1 chr3 122233786
4718 DTX3L chr3 122283184
4719 PARP14 chr3 122399671
4720 DIRC2 chr3 122513900
4721 PDIA5 chr3 122785855
4722 SEC22A chr3 122920773
4723 ADCY5 chr3 123135189
4724 MYLK-AS1 chr3 123304359
4725 MYLK chr3 123339454
4726 KALRN chr3 123813527
4727 ITGB5 chr3 124606152
4728 MUC13 chr3 124653595
4729 SLC12A8 chr3 124930243
4730 ZNF148 chr3 125094198
4731 SNX4 chr3 125239058
4732 OSBPL11 chr3 125314381
4733 LOC101927056 chr3 125604920
4734 ROPN1B chr3 125687986
4735 UROC1 chr3 126236616
4736 TXNRD3 chr3 126373967
4737 CHCHD6 chr3 126423062
4738 PLXNA1 chr3 126707436
4739 MGLL chr3 127541725
4740 KBTBD12 chr3 127641901
4741 RUVBL1 chr3 127872757
4742 RUVBL1-AS1 chr3 127794652
4743 DNAJB8-AS1 chr3 128182436
4744 RAB7A chr3 128444978
4745 LOC653712 chr3 128590384
4746 KIAA1257 chr3 128712986
4747 ISY1-RAB43 chr3 128880073
4748 RPL32P3 chr3 129118282
4749 IFT122 chr3 129158878
4750 TMCC1 chr3 129407575
4751 COL6A5 chr3 130064358
4752 COL6A6 chr3 130279177
4753 PIK3R4 chr3 130465696
4754 ATP2C1 chr3 130569368
4755 NEK11 chr3 130745693
4756 MRPL3 chr3 131221860
4757 CPNE4 chr3 131754286
4758 DNAJC13 chr3 132136503
4759 NPHP3-ACAD11 chr3 132441303
4760 UBA5 chr3 132373289
4761 NPHP3-AS1 chr3 132441185
4762 TMEM108 chr3 132757131
4763 CDV3 chr3 133292433
4764 RAB6B chr3 133614691
4765 SLCO2A1 chr3 133748920
4766 RYK chr3 133969586
4767 AMOTL2 chr3 134093427
4768 MIR6827 chr3 134086704
4769 KY chr3 134369864
4770 EPHB1 chr3 134514098
4771 PPP2R3A chr3 135684514
4772 NCK1-AS1 chr3 136580905
4773 IL20RB chr3 136676706
4774 LINC01210 chr3 137490752
4775 DBR1 chr3 137893791
4776 NME9 chr3 138048728
4777 CEP70 chr3 138313225
4778 MRPS22 chr3 139062860
4779 LOC100507291 chr3 139108644
4780 NMNAT3 chr3 139396892
4781 CLSTN2 chr3 139654026
4782 SPSB4 chr3 140770243
4783 ZBTB38 chr3 141043054
4784 RASA2 chr3 141205888
4785 LOC646730 chr3 141382040
4786 TFDP2 chr3 141719229
4787 XRN1 chr3 142166904
4788 ATR chr3 142297668
4789 PLS1 chr3 142315228
4790 TRPC1 chr3 142443265
4791 U2SURP chr3 142720371
4792 SLC9A9 chr3 143567373
4793 LOC440982 chr3 147139113
4794 HLTF chr3 148804341
4795 WWTR1 chr3 149375812
4796 RNF13 chr3 149530474
4797 PFN2 chr3 149688741
4798 LOC105374313 chr3 149814229
4799 SELENOT chr3 150321065
4800 SIAH2 chr3 150481263
4801 CLRN1-AS1 chr3 150690464
4802 AADACL2-AS1 chr3 151645963
4803 LOC101928166 chr3 151923218
4804 ARHGEF26-AS1 chr3 153838999
4805 ARHGEF26 chr3 153838791
4806 DHX36 chr3 154042286
4807 PLCH1 chr3 155394105
4808 LINC00886 chr3 156534851
4809 LEKR1 chr3 156544095
